Sex,Age,Year,Month,Day,Street Number,Birthday,Name,Surname,City,Street,State,State Voted
Female,30,1990,2,17,4,1990-2-17,Judy,Emerson,Pembroke Pines,Hill,Florida,Florida
Male,87,1933,4,10,100,1933-4-10,Benjamin,Owen,Austin,Fifth,Texas,Texas
Female,86,1934,4,23,78,1934-4-23,Ashley,Bright,St. Louis,Eighth,Missouri,Missouri
Male,22,1998,6,27,4,1998-6-27,James,Hendricks,Tallahassee,Fourth,Florida,Florida
Female,46,1974,10,19,9,1974-10-19,Stephanie,Good,Arlington,View,Texas,Texas
Female,68,1952,4,1,54,1952-4-1,Olivia,Tyler,Colorado Springs,Sixth,Colorado,Colorado
Male,58,1962,11,27,53,1962-11-27,Edward,Contreras,Eugene,Second,Oregon,Oregon
Female,89,1931,5,18,8,1931-5-18,Beverly,Griffin,Denver,First,Colorado,Colorado
Male,79,1941,3,8,64,1941-3-8,Donald,Mcbride,Wichita,Main,Kansas,Kansas
Male,84,1936,9,12,35,1936-9-12,Andrew,Pruitt,Tallahassee,Eighth,Florida,Florida
Female,89,1931,7,16,86,1931-7-16,Cynthia,Mueller,Detroit,Oak,Michigan,Michigan
Female,45,1975,9,23,29,1975-9-23,Doris,Knox,Scottsdale,Cedar,Arizona,Arizona
Female,30,1990,10,18,23,1990-10-18,Marie,Cooke,Sacramento,Third,California,California
Female,44,1976,2,23,70,1976-2-23,Olivia,Harrington,Sunnyvale,Eighth,California,California
Female,68,1952,6,8,11,1952-6-8,Julia,Walsh,El Paso,Maple,Texas,Texas
Male,48,1972,3,2,67,1972-3-2,Willie,Schultz,Toledo,Sixth,Ohio,Ohio
Male,80,1940,7,24,10,1940-7-24,Peter,Holden,Chesapeake,Fourth,Virginia,Virginia
Female,50,1970,10,6,85,1970-10-6,Catherine,Mathis,Grand Prairie,Pine,Texas,Texas
Male,19,2001,2,20,67,2001-2-20,Nathan,Combs,Los Angeles,Hill,California,California
Female,71,1949,9,18,20,1949-9-18,Ruth,Holmes,Corpus Christi,Sixth,Texas,Texas
Male,52,1968,1,6,17,1968-1-6,Alexander,Barker,Dallas,View,Texas,Texas
Female,28,1992,5,10,72,1992-5-10,Diane,Massey,Escondido,Oak,California,California
Female,85,1935,5,9,100,1935-5-9,Kayla,Lowery,Pomona,Oak,California,California
Male,52,1968,12,3,11,1968-12-3,Gary,Ballard,Santa Clarita,First,California,California
Male,73,1947,11,8,91,1947-11-8,Roy,Beard,Metairie,Main,Louisiana,Louisiana
Male,49,1971,12,11,45,1971-12-11,Jason,Vargas,Garland,Fourth,Texas,Texas
Female,48,1972,7,17,78,1972-7-17,Grace,Giles,Pembroke Pines,Fifth,Florida,Florida
Female,64,1956,2,18,2,1956-2-18,Emma,Gregory,Providence,Cedar,Rhode Island,Rhode Island
Female,60,1960,11,30,18,1960-11-30,Elizabeth,Gonzalez,Tulsa,Third,Oklahoma,Oklahoma
Male,67,1953,2,1,48,1953-2-1,Jerry,Owen,Lancaster,Sixth,California,California
Male,74,1946,2,14,76,1946-2-14,Ronald,Howe,Little Rock,Sixth,Arkansas,Arkansas
Female,78,1942,8,19,31,1942-8-19,Kelly,Lewis,Chesapeake,Second,Virginia,Virginia
Male,81,1939,1,20,14,1939-1-20,Alan,Parker,Olathe,Hill,Kansas,North Carolina
Male,42,1978,10,19,4,1978-10-19,Nathan,Yates,Stockton,Fourth,California,California
Male,86,1934,6,21,69,1934-6-21,Joseph,Gregory,Louisville,Cedar,Kentucky,Kentucky
Male,55,1965,3,17,7,1965-3-17,George,Valencia,Jersey City,Eighth,New Jersey,New Jersey
Male,32,1988,11,11,56,1988-11-11,Jordan,Henson,Birmingham,Main,Alabama,Alabama
Male,82,1938,8,16,31,1938-8-16,Logan,Bond,Chula Vista,View,California,California
Female,63,1957,3,11,64,1957-3-11,Megan,Palmer,Moreno Valley,Second,California,California
Female,27,1993,4,9,69,1993-4-9,Joyce,Berry,Tulsa,Cedar,Oklahoma,Oklahoma
Male,24,1996,3,22,52,1996-3-22,Gregory,Leonard,San Juan,Elm,Puerto Rico,Puerto Rico
Male,80,1940,1,15,75,1940-1-15,Philip,Roberson,Columbus,Lake,Ohio,Ohio
Male,79,1941,11,26,29,1941-11-26,Bobby,Farmer,Portland,Eighth,Oregon,Oregon
Female,70,1950,7,29,12,1950-7-29,Helen,Saunders,Omaha,Elm,Nebraska,Nebraska
Female,59,1961,6,25,41,1961-6-25,Theresa,Neal,Riverside,Third,California,Pennsylvania
Female,24,1996,1,2,63,1996-1-2,Angela,Chan,Garland,View,Texas,Texas
Male,40,1980,12,27,66,1980-12-27,Raymond,Maynard,Modesto,Ninth,California,California
Female,73,1947,4,17,70,1947-4-17,Evelyn,Bruce,Baton Rouge,Maple,Louisiana,Louisiana
Male,21,1999,10,31,95,1999-10-31,Austin,Bernard,Fort Worth,Cedar,Texas,Texas
Female,82,1938,3,4,55,1938-3-4,Betty,Hutchinson,San Diego,Third,California,California
Female,59,1961,9,3,19,1961-9-3,Julie,Blake,Newport News,Pine,Virginia,Virginia
Male,86,1934,3,15,14,1934-3-15,George,Hinton,Arlington,Pine,Texas,Texas
Male,77,1943,9,30,11,1943-9-30,Billy,Lucas,Denton,Oak,Texas,Texas
Female,52,1968,12,2,20,1968-12-2,Emma,Yang,San Juan,Lake,Puerto Rico,Puerto Rico
Male,78,1942,11,21,99,1942-11-21,Jordan,Pennington,Cincinnati,Eighth,Ohio,Ohio
Male,37,1983,8,12,100,1983-8-12,Jack,Rollins,Peoria,Washington,Arizona,Arizona
Female,58,1962,7,28,45,1962-7-28,Lisa,Calderon,Tacoma,Second,Washington,Washington
Male,27,1993,3,2,88,1993-3-2,Jeremy,Abbott,Sioux Falls,Fourth,South Dakota,South Dakota
Male,36,1984,7,13,63,1984-7-13,Noah,Randall,Springfield,View,Missouri,Missouri
Male,42,1978,10,17,39,1978-10-17,John,Sosa,Little Rock,Maple,Arkansas,Arkansas
Female,61,1959,9,20,69,1959-9-20,Denise,Walls,Savannah,Fifth,Georgia,Georgia
Female,34,1986,10,15,42,1986-10-15,Carolyn,Norman,Columbus,Park,Ohio,Ohio
Female,74,1946,10,13,83,1946-10-13,Deborah,Jefferson,Corona,Park,California,California
Female,37,1983,3,19,63,1983-3-19,Kelly,Marshall,Shreveport,Pine,Louisiana,Louisiana
Female,59,1961,1,3,24,1961-1-3,Christine,Santos,San Francisco,Ninth,California,California
Male,27,1993,4,17,32,1993-4-17,Vincent,Waller,Fort Wayne,Sixth,Indiana,Indiana
Male,60,1960,11,26,2,1960-11-26,Johnny,Curtis,Minneapolis,View,Minnesota,Minnesota
Male,65,1955,9,24,57,1955-9-24,James,Melton,Murfreesboro,First,Tennessee,Tennessee
Female,81,1939,1,6,13,1939-1-6,Diane,Burks,Palmdale,Maple,California,California
Male,41,1979,7,18,16,1979-7-18,James,Jefferson,Hollywood,Sixth,Florida,Florida
Female,60,1960,7,22,19,1960-7-22,Doris,Ryan,Louisville,Washington,Kentucky,Kentucky
Male,86,1934,8,4,2,1934-8-4,Austin,Crane,San Antonio,Main,Texas,Texas
Female,74,1946,3,19,91,1946-3-19,Emily,Welch,Port St. Lucie,Maple,Florida,Florida
Male,88,1932,3,22,8,1932-3-22,Steven,Valenzuela,Columbus,Fifth,Ohio,Ohio
Male,48,1972,8,19,38,1972-8-19,Albert,Obrien,Norfolk,Fifth,Virginia,Virginia
Male,55,1965,4,8,21,1965-4-8,Brandon,Shepherd,Arlington,Maple,Texas,Texas
Female,19,2001,6,25,30,2001-6-25,Angela,Drake,New Orleans,Elm,Louisiana,Louisiana
Female,18,2002,1,26,11,2002-1-26,Laura,Barr,Corona,Fourth,California,California
Female,49,1971,4,17,69,1971-4-17,Amy,Roberts,Glendale,Sixth,Arizona,Arizona
Female,44,1976,3,22,73,1976-3-22,Maria,Dean,Pittsburgh,Seventh,Pennsylvania,Pennsylvania
Female,74,1946,2,8,67,1946-2-8,Linda,Mercado,Providence,Fourth,Rhode Island,Rhode Island
Male,71,1949,11,18,32,1949-11-18,Nicholas,Pace,Fresno,Pine,California,California
Female,32,1988,8,14,82,1988-8-14,Theresa,Ball,Virginia Beach,Pine,Virginia,Virginia
Female,44,1976,12,20,49,1976-12-20,Donna,Randolph,Rockford,Fourth,Illinois,Illinois
Female,25,1995,1,12,77,1995-1-12,Melissa,Mccullough,Glendale,Washington,Arizona,Arizona
Female,71,1949,9,22,58,1949-9-22,Pamela,Hays,Anaheim,Second,California,California
Male,21,1999,6,20,7,1999-6-20,Jesse,Fernandez,Salinas,Hill,California,California
Male,54,1966,5,1,46,1966-5-1,Adam,Byrd,Columbus,Sixth,Ohio,Ohio
Female,69,1951,9,18,51,1951-9-18,Gloria,Hendrix,Surprise,Lake,Arizona,Arizona
Female,25,1995,7,15,19,1995-7-15,Kelly,Mann,Worcester,Seventh,Massachusetts,Massachusetts
Female,30,1990,9,13,61,1990-9-13,Megan,Guerra,Hialeah,Elm,Florida,Florida
Female,74,1946,11,21,95,1946-11-21,Barbara,Jensen,Newport News,View,Virginia,Virginia
Male,32,1988,2,3,56,1988-2-3,Frank,Herman,Virginia Beach,Maple,Virginia,Virginia
Male,33,1987,8,8,8,1987-8-8,Richard,Small,Huntington Beach,First,California,California
Male,57,1963,2,24,10,1963-2-24,Ralph,George,Savannah,Main,Georgia,Georgia
Female,89,1931,4,4,52,1931-4-4,Nancy,Mcconnell,Portland,Oak,Oregon,Oregon
Male,69,1951,1,26,76,1951-1-26,Bruce,Shelton,Chula Vista,Hill,California,California
Male,62,1958,8,1,91,1958-8-1,David,Gray,Nashville,Second,Tennessee,Tennessee
Female,47,1973,3,8,100,1973-3-8,Joan,Holland,Santa Clarita,Lake,California,California
Male,84,1936,11,11,68,1936-11-11,Jason,Bridges,Chesapeake,Fifth,Virginia,Virginia
Male,56,1964,7,16,56,1964-7-16,Nathan,Clay,Charlotte,Elm,North Carolina,North Carolina
Female,69,1951,5,29,3,1951-5-29,Kayla,Higgins,Oceanside,Ninth,California,California
Female,26,1994,12,11,44,1994-12-11,Julie,Stanton,Anaheim,View,California,California
Female,69,1951,6,4,58,1951-6-4,Danielle,Talley,Bakersfield,Fourth,California,California
Female,25,1995,5,20,1,1995-5-20,Dorothy,Boyle,Colorado Springs,Main,Colorado,Colorado
Female,89,1931,12,1,13,1931-12-1,Victoria,Flowers,Orlando,Fourth,Florida,Florida
Female,61,1959,2,24,49,1959-2-24,Charlotte,Rice,Boston,Washington,Massachusetts,Massachusetts
Male,43,1977,4,6,7,1977-4-6,Philip,Noel,Los Angeles,Hill,California,California
Male,59,1961,2,27,8,1961-2-27,Bryan,Blevins,Moreno Valley,Second,California,California
Male,66,1954,8,2,69,1954-8-2,Thomas,Welch,Durham,Hill,North Carolina,North Carolina
Male,69,1951,2,14,75,1951-2-14,John,Daniel,Olathe,Hill,Kansas,Kansas
Female,66,1954,2,12,88,1954-2-12,Rachel,Dejesus,Paradise,Third,Nevada,Nevada
Female,33,1987,7,24,79,1987-7-24,Brenda,Andrews,Lubbock,Second,Texas,Texas
Male,69,1951,10,11,1,1951-10-11,Nicholas,Case,Santa Clarita,Third,California,California
Male,41,1979,9,30,49,1979-9-30,Ethan,Compton,Metairie,Elm,Louisiana,Louisiana
Female,29,1991,10,10,67,1991-10-10,Samantha,Washington,Lancaster,Seventh,California,California
Female,47,1973,11,13,39,1973-11-13,Isabella,Puckett,Pittsburgh,View,Pennsylvania,Pennsylvania
Male,70,1950,7,15,94,1950-7-15,Christian,Weiss,Tacoma,Maple,Washington,Washington
Female,66,1954,5,23,52,1954-5-23,Kathleen,Lester,Killeen,Cedar,Texas,Texas
Female,26,1994,10,27,70,1994-10-27,Mary,Wooten,Peoria,Park,Arizona,Arizona
Female,53,1967,12,5,56,1967-12-5,Virginia,Munoz,Stockton,Sixth,California,California
Female,89,1931,1,16,58,1931-1-16,Martha,Walsh,Plano,Cedar,Texas,Texas
Female,77,1943,4,9,21,1943-4-9,Madison,Rivera,Chattanooga,Elm,Tennessee,Tennessee
Female,19,2001,3,24,33,2001-3-24,Deborah,Waters,Peoria,Washington,Arizona,Arizona
Female,74,1946,1,21,1,1946-1-21,Linda,Bryan,Clarksville,Sixth,Tennessee,Tennessee
Female,68,1952,12,24,79,1952-12-24,Joyce,Wynn,Cincinnati,Fourth,Ohio,Ohio
Male,89,1931,9,13,11,1931-9-13,Johnny,Stuart,Jacksonville,Oak,Florida,Florida
Male,26,1994,7,1,84,1994-7-1,John,Winters,Yonkers,Seventh,New York,New York
Female,69,1951,12,9,3,1951-12-9,Carolyn,Joyce,Oxnard,First,California,California
Male,61,1959,8,29,75,1959-8-29,Justin,Mayo,Tallahassee,Fourth,Florida,Florida
Female,54,1966,7,1,65,1966-7-1,Patricia,Logan,San Diego,Washington,California,California
Female,85,1935,9,3,86,1935-9-3,Michelle,Montoya,Spokane,Main,Washington,Washington
Female,90,1930,8,27,56,1930-8-27,Kathryn,Carney,San Bernardino,Elm,California,California
Female,45,1975,11,1,65,1975-11-1,Laura,Riley,Surprise,Oak,Arizona,Arizona
Male,83,1937,7,1,67,1937-7-1,Joshua,Roach,Aurora,Cedar,Colorado,Colorado
Female,52,1968,12,27,34,1968-12-27,Sara,Cline,Ontario,Cedar,California,California
Male,55,1965,2,22,21,1965-2-22,Walter,Henry,Garden Grove,Park,California,California
Male,61,1959,8,26,82,1959-8-26,Gerald,Crane,Miramar,Ninth,Florida,Maryland
Male,44,1976,3,16,57,1976-3-16,Steven,Williams,Philadelphia,Seventh,Pennsylvania,Pennsylvania
Male,20,2000,3,28,86,2000-3-28,Kenneth,Dudley,Olathe,Fifth,Kansas,Kansas
Male,47,1973,11,26,98,1973-11-26,Bruce,Glenn,Elk Grove,Fourth,California,California
Male,67,1953,4,1,2,1953-4-1,Jacob,Curry,Fresno,Seventh,California,California
Female,29,1991,8,5,7,1991-8-5,Cheryl,Hardin,Bakersfield,Elm,California,California
Female,50,1970,8,14,25,1970-8-14,Carol,Conway,Salinas,Fifth,California,California
Male,26,1994,6,20,86,1994-6-20,James,Campos,Akron,Maple,Ohio,Ohio
Male,53,1967,2,11,87,1967-2-11,Jose,Holland,Worcester,Fourth,Massachusetts,Massachusetts
Male,32,1988,4,6,98,1988-4-6,Christopher,Browning,Shreveport,Washington,Louisiana,Louisiana
Male,90,1930,9,3,6,1930-9-3,Philip,Gomez,Joliet,Maple,Illinois,Illinois
Female,35,1985,2,5,83,1985-2-5,Susan,Berg,Surprise,Sixth,Arizona,Arizona
Male,62,1958,7,7,83,1958-7-7,Harold,Nielsen,Akron,Fourth,Ohio,Ohio
Male,27,1993,9,25,34,1993-9-25,Philip,Harrington,Anchorage,First,Alaska,Alaska
Female,19,2001,1,23,3,2001-1-23,Joyce,Lambert,Garland,Maple,Texas,Texas
Female,84,1936,6,22,92,1936-6-22,Christina,Holman,Pittsburgh,Maple,Pennsylvania,Pennsylvania
Female,62,1958,11,29,33,1958-11-29,Nicole,Holcomb,Fayetteville,Pine,North Carolina,North Carolina
Female,62,1958,8,7,36,1958-8-7,Janice,Barber,Macon County,Fourth,Georgia,Georgia
Female,73,1947,12,26,38,1947-12-26,Carolyn,Berry,Denton,Oak,Texas,Texas
Female,53,1967,11,8,36,1967-11-8,Diana,Mcintosh,Baltimore,Eighth,Maryland,Maryland
Male,42,1978,12,26,85,1978-12-26,Russell,Kennedy,Oxnard,Cedar,California,California
Male,32,1988,1,31,44,1988-1-31,Gerald,Maxwell,Moreno Valley,Hill,California,California
Female,80,1940,6,19,63,1940-6-19,Kathryn,Harding,Arlington,Washington,Texas,Texas
Female,45,1975,11,2,44,1975-11-2,Christine,Moody,Sunnyvale,Hill,California,California
Female,61,1959,2,11,31,1959-2-11,Anna,Wallace,Bakersfield,Fifth,California,California
Female,56,1964,12,17,78,1964-12-17,Jessica,Daugherty,Fort Worth,Sixth,Texas,Texas
Male,22,1998,4,30,83,1998-4-30,Austin,Dennis,Waco,First,Texas,Texas
Female,25,1995,7,4,89,1995-7-4,Kayla,Garcia,Shreveport,Oak,Louisiana,Louisiana
Female,32,1988,7,9,54,1988-7-9,Christina,Deleon,Colorado Springs,Second,Colorado,Colorado
Female,87,1933,11,6,30,1933-11-6,Sandra,Casey,Sioux Falls,Lake,South Dakota,South Dakota
Male,76,1944,12,28,93,1944-12-28,Carl,Goodwin,Bakersfield,Fourth,California,California
Female,81,1939,9,16,29,1939-9-16,Dorothy,Dotson,Santa Clarita,Elm,California,California
Male,48,1972,10,19,64,1972-10-19,Nicholas,Branch,Ontario,Cedar,California,California
Female,20,2000,5,17,76,2000-5-17,Christina,Jefferson,Rancho Cucamonga,Oak,California,California
Female,69,1951,9,24,97,1951-9-24,Michelle,Ochoa,Denton,Park,Texas,Texas
Female,61,1959,3,3,35,1959-3-3,Melissa,Peters,Raleigh,Lake,North Carolina,North Carolina
Female,75,1945,1,6,43,1945-1-6,Stephanie,Huffman,Fort Worth,Ninth,Texas,Texas
Male,55,1965,1,5,80,1965-1-5,Jordan,Hood,Austin,Cedar,Texas,Texas
Female,45,1975,12,14,87,1975-12-14,Gloria,Schneider,Macon County,First,Georgia,Georgia
Male,53,1967,5,10,71,1967-5-10,Jack,Miles,Columbus,Fourth,Ohio,Ohio
Male,76,1944,8,6,65,1944-8-6,Kyle,Stewart,Kansas City,Hill,Missouri,Missouri
Female,25,1995,6,5,35,1995-6-5,Michelle,Chan,Salt Lake City,Main,Utah,Utah
Female,62,1958,10,14,7,1958-10-14,Hannah,Payne,Denton,Fourth,Texas,Texas
Female,30,1990,12,31,67,1990-12-31,Mary,Dennis,Overland Park,Main,Kansas,Kansas
Female,41,1979,2,6,42,1979-2-6,Janice,Figueroa,Houston,Fourth,Texas,Texas
Female,75,1945,8,1,39,1945-8-1,Carol,Delaney,Salt Lake City,First,Utah,Utah
Female,88,1932,8,3,8,1932-8-3,Catherine,Mooney,Murfreesboro,Hill,Tennessee,Tennessee
Female,18,2002,8,14,82,2002-8-14,Beverly,Salazar,Salem,Fifth,Oregon,Oregon
Female,88,1932,3,9,4,1932-3-9,Karen,Pitts,Grand Prairie,First,Texas,Texas
Female,38,1982,12,24,57,1982-12-24,Pamela,Burris,Fort Lauderdale,Second,Florida,Florida
Male,32,1988,8,9,27,1988-8-9,Bradley,Le,Atlanta,Fourth,Georgia,Georgia
Male,48,1972,1,13,19,1972-1-13,Eugene,Rosario,Miramar,Park,Florida,Florida
Male,44,1976,7,28,56,1976-7-28,Jose,Bowman,Newark,Seventh,New Jersey,New Jersey
Female,41,1979,7,14,88,1979-7-14,Olivia,Pickett,Augusta,Ninth,Georgia,Georgia
Male,42,1978,4,12,31,1978-4-12,Adam,Mcfadden,Charlotte,Cedar,North Carolina,North Carolina
Female,84,1936,1,21,57,1936-1-21,Denise,Sanchez,Columbus,Ninth,Ohio,Ohio
Female,72,1948,10,26,8,1948-10-26,Dorothy,Fletcher,Reno,Washington,Nevada,Nevada
Male,75,1945,1,31,38,1945-1-31,Johnny,Petty,San Juan,Seventh,Puerto Rico,Puerto Rico
Male,32,1988,7,21,97,1988-7-21,Kevin,Lambert,Kansas City,Fifth,Missouri,Missouri
Male,89,1931,8,23,35,1931-8-23,Zachary,Hooper,Worcester,View,Massachusetts,Massachusetts
Male,38,1982,1,28,3,1982-1-28,Sean,Craig,Fayetteville,Fifth,North Carolina,North Carolina
Female,69,1951,1,10,28,1951-1-10,Victoria,Page,Cape Coral,Fourth,Florida,Florida
Male,18,2002,12,14,24,2002-12-14,Bruce,Raymond,Gilbert,Cedar,Arizona,Arizona
Female,80,1940,12,31,81,1940-12-31,Megan,Chan,Baton Rouge,Maple,Louisiana,Louisiana
Female,86,1934,1,30,24,1934-1-30,Jessica,Hutchinson,Pembroke Pines,Second,Florida,Florida
Female,25,1995,1,28,4,1995-1-28,Judy,Velasquez,Riverside,View,California,California
Male,22,1998,6,10,15,1998-6-10,Donald,Ratliff,Norfolk,Sixth,Virginia,Virginia
Male,70,1950,2,11,47,1950-2-11,Robert,Serrano,Boise,Oak,Idaho,Idaho
Female,44,1976,3,16,34,1976-3-16,Ruth,Hughes,Los Angeles,Cedar,California,California
Male,71,1949,5,2,78,1949-5-2,Ethan,Vega,New Orleans,Ninth,Louisiana,Louisiana
Female,58,1962,8,24,71,1962-8-24,Christina,Christensen,Lincoln,First,Nebraska,Nebraska
Female,87,1933,4,5,80,1933-4-5,Debra,Bass,Arlington,Seventh,Texas,Texas
Female,29,1991,3,29,42,1991-3-29,Emily,Vaughan,San Jose,Seventh,California,California
Male,41,1979,3,9,1,1979-3-9,Keith,Pacheco,Omaha,Oak,Nebraska,Nebraska
Female,71,1949,4,8,46,1949-4-8,Cheryl,Christian,San Jose,First,California,California
Female,65,1955,10,23,73,1955-10-23,Julia,Meyers,Fayetteville,View,North Carolina,North Carolina
Male,73,1947,8,25,3,1947-8-25,William,Short,Irvine,Fourth,California,California
Female,20,2000,10,18,23,2000-10-18,Cheryl,Lara,Tallahassee,Cedar,Florida,Florida
Female,45,1975,8,4,60,1975-8-4,Lisa,Chapman,Sioux Falls,Elm,South Dakota,South Dakota
Female,59,1961,8,11,33,1961-8-11,Ashley,Valenzuela,Springfield,Ninth,Missouri,Missouri
Male,63,1957,12,12,36,1957-12-12,Scott,Moon,Thornton,Fourth,Colorado,Colorado
Female,63,1957,6,10,95,1957-6-10,Charlotte,Floyd,Thornton,Oak,Colorado,Colorado
Female,36,1984,7,25,53,1984-7-25,Laura,Harper,Detroit,Oak,Michigan,Michigan
Male,20,2000,10,27,99,2000-10-27,Christopher,Bradley,Minneapolis,Seventh,Minnesota,Minnesota
Female,54,1966,5,10,7,1966-5-10,Sharon,Salas,Lubbock,Main,Texas,Texas
Male,58,1962,4,1,92,1962-4-1,Bryan,Soto,Lancaster,Cedar,California,California
Male,77,1943,6,5,32,1943-6-5,Michael,Gordon,Stockton,Fourth,California,California
Male,49,1971,9,25,49,1971-9-25,Richard,Franklin,Rochester,Main,New York,New York
Female,58,1962,10,14,56,1962-10-14,Doris,Craft,Pittsburgh,Fifth,Pennsylvania,Pennsylvania
Male,50,1970,10,8,84,1970-10-8,Richard,Perry,Nashville,Oak,Tennessee,Tennessee
Female,43,1977,7,6,23,1977-7-6,Janet,Macdonald,Santa Clarita,Oak,California,California
Male,77,1943,10,3,49,1943-10-3,Eric,Welch,Fort Worth,View,Texas,Texas
Male,40,1980,2,23,2,1980-2-23,Frank,Floyd,Providence,Eighth,Rhode Island,Rhode Island
Female,50,1970,11,23,15,1970-11-23,Diane,Carson,Garden Grove,Fifth,California,California
Male,69,1951,6,26,65,1951-6-26,Jose,Buckley,Virginia Beach,Eighth,Virginia,Virginia
Female,29,1991,10,27,68,1991-10-27,Carol,Chambers,Irving,First,Texas,Texas
Male,41,1979,4,9,77,1979-4-9,Walter,Schmidt,Corpus Christi,Hill,Texas,Texas
Female,64,1956,4,6,27,1956-4-6,Charlotte,Wells,Augusta,Fourth,Georgia,Georgia
Male,72,1948,7,28,73,1948-7-28,Thomas,Berg,Montgomery,Park,Alabama,Alabama
Male,24,1996,6,22,40,1996-6-22,Randy,Green,Garden Grove,Washington,California,California
Male,21,1999,7,22,38,1999-7-22,Carl,Farmer,Bridgeport,Fifth,Connecticut,Connecticut
Female,46,1974,5,5,96,1974-5-5,Judith,Melton,Tulsa,Third,Oklahoma,Oklahoma
Female,41,1979,3,9,25,1979-3-9,Jacqueline,Baldwin,Gilbert,Hill,Arizona,Arizona
Male,58,1962,4,11,18,1962-4-11,Jeremy,Glass,Irvine,Pine,California,California
Female,83,1937,7,3,1,1937-7-3,Pamela,Maddox,Bellevue,Main,Washington,Washington
Female,87,1933,11,2,89,1933-11-2,Ann,Ross,New York City,Washington,New York,New York
Female,54,1966,7,20,91,1966-7-20,Rachel,Bradford,Jackson,View,Mississippi,Mississippi
Female,81,1939,9,6,78,1939-9-6,Martha,Browning,Birmingham,Second,Alabama,Alabama
Female,40,1980,2,23,100,1980-2-23,Joyce,Burns,St. Petersburg,Fifth,Florida,Florida
Female,29,1991,1,28,31,1991-1-28,Madison,Cobb,Savannah,Main,Georgia,Georgia
Male,18,2002,4,10,22,2002-4-10,Jerry,Short,Chandler,Park,Arizona,Arizona
Male,62,1958,10,4,81,1958-10-4,Louis,Best,Des Moines,Pine,Iowa,Iowa
Female,88,1932,9,20,57,1932-9-20,Mary,Ray,Corona,Third,California,California
Male,79,1941,5,22,63,1941-5-22,Walter,Hubbard,Houston,Third,Texas,Texas
Male,21,1999,10,28,54,1999-10-28,Jason,Blackwell,Cary,Hill,North Carolina,North Carolina
Female,41,1979,5,28,43,1979-5-28,Nancy,Morris,Detroit,Cedar,Michigan,Michigan
Male,70,1950,11,3,15,1950-11-3,Sean,Bridges,Springfield,Park,Missouri,Missouri
Male,82,1938,12,23,87,1938-12-23,William,Mcdowell,Roseville,Oak,California,California
Female,38,1982,1,9,11,1982-1-9,Sara,Craig,Denton,Third,Texas,Texas
Male,62,1958,11,12,68,1958-11-12,Jerry,Baker,Enterprise,Third,Nevada,Nevada
Female,68,1952,10,4,66,1952-10-4,Judy,Flores,Springfield,Third,Missouri,Missouri
Male,79,1941,6,12,81,1941-6-12,Gregory,Ruiz,Irving,Sixth,Texas,Texas
Male,69,1951,5,31,2,1951-5-31,James,Myers,Orlando,Cedar,Florida,Florida
Male,20,2000,10,26,79,2000-10-26,Bruce,Bishop,Lancaster,View,California,California
Male,57,1963,2,10,93,1963-2-10,Paul,Roy,Mobile,Fourth,Alabama,Alabama
Female,51,1969,11,3,82,1969-11-3,Helen,Hatfield,Pomona,Elm,California,California
Male,76,1944,9,11,10,1944-9-11,Randy,Fowler,Midland,Oak,Texas,Texas
Female,59,1961,1,8,41,1961-1-8,Sharon,Lopez,Metairie,Second,Louisiana,Louisiana
Male,49,1971,12,28,97,1971-12-28,Michael,Hardin,Madison,Second,Wisconsin,Wisconsin
Female,49,1971,5,14,67,1971-5-14,Pamela,Mccray,Lancaster,Eighth,California,California
Female,85,1935,8,2,14,1935-8-2,Danielle,Crane,Spokane,Seventh,Washington,Washington
Female,73,1947,4,24,89,1947-4-24,Frances,Lowery,Greensboro,Eighth,North Carolina,North Carolina
Male,75,1945,9,20,72,1945-9-20,Alan,Gibbs,Denton,Third,Texas,Texas
Female,21,1999,3,28,47,1999-3-28,Charlotte,Bryant,Shreveport,Third,Louisiana,Louisiana
Female,45,1975,2,13,59,1975-2-13,Barbara,Beard,Olathe,Second,Kansas,Kansas
Male,37,1983,4,21,40,1983-4-21,Zachary,Weaver,Detroit,Washington,Michigan,Michigan
Male,38,1982,3,31,76,1982-3-31,Joseph,Bond,Bayamon,Ninth,Puerto Rico,Puerto Rico
Male,90,1930,1,18,15,1930-1-18,Brian,Hampton,Albuquerque,Ninth,New Mexico,New Mexico
Female,54,1966,3,18,77,1966-3-18,Barbara,Reeves,Garland,Fourth,Texas,Texas
Male,77,1943,3,28,69,1943-3-28,Randy,Whitehead,Vancouver,Cedar,Washington,Washington
Male,25,1995,6,25,86,1995-6-25,Gabriel,Campos,Savannah,View,Georgia,Georgia
Male,40,1980,8,29,30,1980-8-29,Zachary,Mclaughlin,Riverside,Ninth,California,California
